Diversity,Mental Health,Physical Health,Housing,On Campus Food,Transportation,Parking,Academics,Finances,Spring Break ,Flexibility ,Social ,Student Resources,Longer/More Breaks ,Counseling,Academic Advising,Breaks,Remote,Buses ,Flexibile Deadlines,Office Hours,Tuiton ,Sleep ,Instruction,Syllabus,Pass/Fail,Hobbies,TAs,Feedback,Motivation,Events,Hybrid Classes,Courses,Communication,Stress,Registration,Graduation,Job Search,COVID,Time Management,Less Work,Exams,Grade Replacement,ECE Majors,Family
1.3754436728209325,1.4850101067254138,2.148043029710492,1.39242082117747,5.0,1.8861295136722378,4.159919228424356,2.0966717252377234,4.416824154235572,2.9542781501279256,1.8614934860863426,2.5609094049388927,2.049433537980094,2.0881646277440855,3.2329463052018275,3.981511117899305,5.0,1.0,1.0,1.0,4.754847762196638,3.50534755842853,3.630508124274893,5.0,2.088416852800401,1.0412138872582302,2.6565788724059636,3.5222547344904087,3.826001491442698,3.4853643244529025,3.2607598378248994,1.7601364269688724,4.517077739640852,2.164038557623391,3.6652867441494985,3.0120877616823125,3.002678543098376,1.0484135094325886,3.8836806308444665,3.1003502456666405,2.1131918208834914,2.883148634446573,5.0,2.0611040311891946,3.4909532150100615
1.2011016251408946,1.1179100070609358,2.8172187852300437,2.1472836413537566,5.0,2.2147380546943305,4.591276210617668,2.963064753602001,3.996304517094789,3.395227371986747,1.559631706621944,2.0701642535185805,1.7437847384320775,1.4038225239174582,3.5210827971472054,3.3193154350524154,4.9334127877844285,1.3022948205080114,1.7795004247601423,1.0,5.0,2.68758446751956,3.9883917165860714,4.12893984357491,2.2319648004225137,1.3595752354069848,2.5413290018658268,3.605949936161726,4.4193660763611335,3.670768350659926,4.913970483493523,1.527887168977899,5.0,2.1800504117793023,4.306719769174842,1.9503350410506963,3.533594098654953,1.8343622344896184,2.7327217012455733,3.284240732766581,2.586368942555506,3.440425286662256,5.0,2.379631979611152,3.135836070778722
1.4860776609606514,1.9564041003411095,2.702151021476298,2.249514729029703,4.72285121375625,2.639826937536738,4.089775689505827,3.0353558285177,2.997102167332913,3.1254961791034837,2.074220394984999,2.747129793444108,1.7878464709812314,1.4917150582182275,3.195894807663971,3.0775496943342087,3.8751892126865846,2.0434612789582114,2.1322902159463695,1.0186024323349399,4.0692742999664775,2.9882381311859945,3.203796254719984,3.460881663485634,2.2792683449684765,2.0989997767676627,2.6736619531897814,3.0550558833104864,3.9484096768961434,3.094609761171304,3.3912821421728196,2.090594379858222,4.403361013206601,2.5152324701287254,3.5224787403429665,2.4900432194077147,3.0035416667587755,1.6171741581805625,2.85860965076442,2.9399493243918338,2.2723775776300084,2.813353486605526,4.471486870253749,2.7265164938306814,2.9368632883757058
2.5638820656781593,3.9219531220199175,4.0417845297294255,4.144665775186983,1.8397435093593224,4.650181472809664,4.331898257197765,5.0,1.1257703118362496,3.855186869059521,3.459269034701042,4.222826453219908,2.2031822358286397,1.5111024995520546,3.6158227380317496,2.4493572633932716,1.5328264762520796,5.0,4.869172799215346,3.084451381355733,3.1795919326563906,3.2727436217471273,2.7711499215947883,1.6351004756099272,3.277527848922028,4.740779452992378,3.514268639118676,2.7498763649055933,4.461005636514998,2.8681058375741078,3.106895000908916,3.663620191405513,4.138043344249241,3.9401941928533817,3.4543257964973115,2.9517346110741283,3.314840231278835,2.897209973565011,2.357285420783276,3.186966534662868,2.952654408563181,2.9595245477865806,3.7701048138950455,4.563574065382421,2.790373532909206
1.0,1.0,1.74110677607616,1.0939879687905805,4.979638567487231,1.5247590673997697,3.5254310270039535,1.8332302498167845,3.268346938480482,2.4023961005007273,1.275232799851043,1.953318665481555,1.3018216488027343,1.202100025027041,2.60035117450669,2.992443288923052,4.347758767488273,1.0,1.0,1.0,3.900257165489596,2.637524053163639,2.8701139706011882,3.8073040369195223,1.5237944096705727,1.0,2.016045081785686,2.7302147803124237,3.2674877866905683,2.7259269395387173,2.7741699464770564,1.2184069723606779,3.9033323450114894,1.6455542619254575,3.019827556838663,2.126664730686022,2.3988056535908218,1.0,2.821579371733323,2.419055307031416,1.5593261869005954,2.256996550564799,4.2936456270356365,1.6690891005517652,2.640762278205044
1.3912877076263448,2.061692965376464,3.80685618921156,3.7407488745780992,4.7030169628016845,3.6487809629289534,4.34402617414636,4.708741704083292,1.1146846346525454,3.6358844190994977,1.9716533655407107,2.450668841525426,1.1952216086039482,1.0,3.3577068799113015,1.511092916678865,1.4114815922977995,4.266476323713082,4.3685354976312505,1.2832426685758704,3.542342441647969,1.6814560630512603,3.027313223384801,1.0,2.5473392623670605,3.4109497525755237,2.53502538931595,2.5950490929835137,4.543222266906164,2.802806626052057,4.929761921170327,2.170271473622262,5.0,2.8352844000205044,3.8875622414825486,1.0,3.418518354702324,2.839970195139185,1.0,2.8831870682556264,2.798860877365775,3.1790887602534093,3.6780739816935752,3.635980825475374,2.000430536342653
1.5458612760580466,1.8076097034735537,3.1081615271624092,2.618434170168858,5.0,2.7999721420385097,4.538030288783012,3.4436228852392783,3.3483161774044508,3.5114824975882324,2.034278840658601,2.6092654068392958,1.8786734757728676,1.4651407449638212,3.5549980624780844,3.1494779747880464,4.167205513248934,2.244454193654242,2.5019735680959316,1.0,4.595359919059314,2.8650215256891336,3.7109653370991555,3.582252024735484,2.4938802490205547,2.168238195238359,2.792612545866417,3.4206403743830758,4.433079131086382,3.4955056859781894,4.464802081672147,2.05649607965302,5.0,2.6137912742944405,4.108259379806298,2.2321252439736226,3.4874317783522413,2.0842091924619157,2.6918620200507557,3.2754666871176763,2.679709725265834,3.331741530640679,4.842886207543697,2.9057726461003313,3.0820452967264345
1.0,1.0013862814838186,1.1792238468161336,1.0,3.851900943463831,1.169702043328886,3.0544021294453723,1.1866665083044847,3.1849553731466846,1.9428692056627384,1.2391852603042208,2.022354163095215,1.234642271292215,1.3258378854383577,2.212732947096949,3.082068402364678,4.395553158909011,1.0,1.0,1.0,3.4820670442031014,2.84236885090737,2.4156690678539,3.9920787063323786,1.2340285847904824,1.0,1.8606153830623209,2.428170386429908,2.7182415387582424,2.371659725551978,1.6254257085511838,1.1512055215795904,3.12089440622106,1.439246243619029,2.424759241013587,2.4693061780583254,1.8763898902351102,1.0,3.179437555425856,2.0818057309449705,1.0807082537656307,1.7146984680531845,4.035648726705812,1.3135458182045694,2.581070216590061
1.1044167522755317,1.9530635805186365,2.9851846164784965,2.8960259130247077,3.1225095275080004,3.0889440012388647,3.6126033200957814,3.796090427514546,1.0,2.9270340075955117,1.7861394732616587,2.3937361691013397,1.0,1.0,2.7302299641594097,1.4416050103386997,1.2609519937446145,3.476227733213306,3.4068243505533182,1.1243248415703133,2.8546255524759596,1.767423299381981,2.303922586420731,1.0,2.048384031963838,2.895134135578037,2.195579087135489,2.0580669142318193,3.722104295011187,2.2041251463884777,3.370110056487613,1.9504598760927963,3.9768190417453417,2.444760504706102,3.000746119938122,1.2184849366662682,2.626237236350851,1.9385958247514798,1.0,2.313492464084991,2.066064205542216,2.3598464929430087,3.1872635957732394,3.0724729851839325,1.759098179018285
1.1998201514480795,1.9676150071751157,2.3398208969724315,2.0357949913899813,2.9703734177277017,2.537708867965297,3.4463107455718323,2.825490356427595,1.8839276917322425,2.6244013363548437,1.9019781376842306,2.636045430089484,1.329665738630059,1.0,2.6310421012837715,2.3757909454854618,2.6724227780932828,2.2248763521131827,2.1208628417617077,1.043781430402459,3.122123508449581,2.584557272411395,2.374250565136828,2.4510083028058474,1.911664196076746,2.185382479384863,2.3065427728092915,2.313070801321525,3.3554166026271735,2.357375366112625,2.3698957213660377,1.961249525770907,3.51082336760681,2.296955907594418,2.749082817184828,2.1831247612572895,2.362410723561554,1.2159832711333172,2.283272885785744,2.342953536740417,1.7508136716911762,2.1186182405480034,3.631802381684093,2.575009351827636,2.3216182657838407
